New_Word	Synonyms	Frequency	Col2	Col3	Pronunciation	Theme	TargetSize
ûrmpt	*	0	/ʊɹmpt/	UH|R|M|P|T	uurmpt	*	*
ûrmps	*	0	/ʊɹmps/	UH|R|M|P|S	uurmps	*	*
ûrnth	*	0	/ʊɹnθ/	UH|R|N|TH	uurnth	*	*
ûrlts	*	0	/ʊɹlts/	UH|R|L|T|S	uurlts	*	*
ûrlst	*	0	/ʊɹlst/	UH|R|L|S|T	uurlst	*	*
ûrlth	*	0	/ʊɹlθ/	UH|R|L|TH	uurlth	*	*
ûrlch	*	0	/ʊɹltʃ/	UH|R|L|CH	uurlch	*	*
ûrsks	*	0	/ʊɹsks/	UH|R|S|K|S	uursks	*	*
ûrsps	*	0	/ʊɹsps/	UH|R|S|P|S	uursps	*	*
ûrpts	*	0	/ʊɹpts/	UH|R|P|T|S	uurpts	*	*
ûrkts	*	0	/ʊɹkts/	UH|R|K|T|S	uurkts	*	*
ûrcts	*	0	/ʊɹkts/	UH|R|K|T|S	uurcts	*	*
ûrdst	*	0	/ʊɹdst/	UH|R|D|S|T	uurdst	*	*
ûrfth	*	0	/ʊɹfθ/	UH|R|F|TH	uurfth	*	*
ûrcks	*	0	/ʊɹks/	UH|R|K|S	uurcks	*	*
ûlrps	*	0	/ʊlɹps/	UH|L|R|P|S	uulrps	*	*
ûlrts	*	0	/ʊlɹts/	UH|L|R|T|S	uulrts	*	*
ûlrks	*	0	/ʊlɹks/	UH|L|R|K|S	uulrks	*	*
ûlwks	*	0	/ʊlwks/	UH|L|W|K|S	uulwks	*	*
ûlrsh	*	0	/ʊlɹʃ/	UH|L|R|SH	uulrsh	*	*
ûlrth	*	0	/ʊlɹθ/	UH|L|R|TH	uulrth	*	*
ûlhps	*	0	/ʊlhps/	UH|L|HH|P|S	uulhps	*	*
ûlhcs	*	0	/ʊlhks/	UH|L|HH|K|S	uulhcs	*	*
ûllts	*	0	/ʊllts/	UH|L|L|T|S	uullts	*	*
ûllst	*	0	/ʊllst/	UH|L|L|S|T	uullst	*	*
ûllth	*	0	/ʊllθ/	UH|L|L|TH	uullth	*	*
ûllch	*	0	/ʊlltʃ/	UH|L|L|CH	uullch	*	*
ûlsks	*	0	/ʊlsks/	UH|L|S|K|S	uulsks	*	*
ûlsps	*	0	/ʊlsps/	UH|L|S|P|S	uulsps	*	*
ûlkts	*	0	/ʊlkts/	UH|L|K|T|S	uulkts	*	*
ûlcts	*	0	/ʊlkts/	UH|L|K|T|S	uulcts	*	*
ûlcks	*	0	/ʊlks/	UH|L|K|S	uulcks	*	*
ûtlps	*	0	/ʊtlps/	UH|T|L|P|S	uutlps	*	*
ûtrps	*	0	/ʊtɹps/	UH|T|R|P|S	uutrps	*	*
ûtrts	*	0	/ʊtɹts/	UH|T|R|T|S	uutrts	*	*
ûtrks	*	0	/ʊtɹks/	UH|T|R|K|S	uutrks	*	*
ûtrcs	*	0	/ʊtɹks/	UH|T|R|K|S	uutrcs	*	*
ûtwks	*	0	/ʊtwks/	UH|T|W|K|S	uutwks	*	*
ûtrsh	*	0	/ʊtɹʃ/	UH|T|R|SH	uutrsh	*	*
ûtrth	*	0	/ʊtɹθ/	UH|T|R|TH	uutrth	*	*
ûthps	*	0	/ʊthps/	UH|T|HH|P|S	uuthps	*	*
ûtrhc	*	0	/ʊtɹhk/	UH|T|R|HH|K	uutrhc	*	*
ûthcs	*	0	/ʊthks/	UH|T|HH|K|S	uuthcs	*	*
ûtrst	*	0	/ʊtɹst/	UH|T|R|S|T	uutrst	*	*
ûtmpt	*	0	/ʊtmpt/	UH|T|M|P|T	uutmpt	*	*
ûtmps	*	0	/ʊtmps/	UH|T|M|P|S	uutmps	*	*
ûtnch	*	0	/ʊtntʃ/	UH|T|N|CH	uutnch	*	*
ûtnkt	*	0	/ʊtnkt/	UH|T|N|K|T	uutnkt	*	*
ûtnth	*	0	/ʊtnθ/	UH|T|N|TH	uutnth	*	*
ûtlpt	*	0	/ʊtlpt/	UH|T|L|P|T	uutlpt	*	*
ûtlts	*	0	/ʊtlts/	UH|T|L|T|S	uutlts	*	*
ûtlst	*	0	/ʊtlst/	UH|T|L|S|T	uutlst	*	*
ûtlth	*	0	/ʊtlθ/	UH|T|L|TH	uutlth	*	*
ûtlch	*	0	/ʊtltʃ/	UH|T|L|CH	uutlch	*	*
ûtsts	*	0	/ʊtsts/	UH|T|S|T|S	uutsts	*	*
ûtsks	*	0	/ʊtsks/	UH|T|S|K|S	uutsks	*	*
ûtsps	*	0	/ʊtsps/	UH|T|S|P|S	uutsps	*	*
ûtpts	*	0	/ʊtpts/	UH|T|P|T|S	uutpts	*	*
ûtkts	*	0	/ʊtkts/	UH|T|K|T|S	uutkts	*	*
ûtcts	*	0	/ʊtkts/	UH|T|K|T|S	uutcts	*	*
ûtfth	*	0	/ʊtfθ/	UH|T|F|TH	uutfth	*	*
ûtcks	*	0	/ʊtks/	UH|T|K|S	uutcks	*	*
ûplps	*	0	/ʊplps/	UH|P|L|P|S	uuplps	*	*
ûprps	*	0	/ʊpɹps/	UH|P|R|P|S	uuprps	*	*
ûprks	*	0	/ʊpɹks/	UH|P|R|K|S	uuprks	*	*
ûprcs	*	0	/ʊpɹks/	UH|P|R|K|S	uuprcs	*	*
ûpwks	*	0	/ʊpwks/	UH|P|W|K|S	uupwks	*	*
ûprsh	*	0	/ʊpɹʃ/	UH|P|R|SH	uuprsh	*	*
ûprth	*	0	/ʊpɹθ/	UH|P|R|TH	uuprth	*	*
ûphps	*	0	/ʊphps/	UH|P|HH|P|S	uuphps	*	*
ûprhc	*	0	/ʊpɹhk/	UH|P|R|HH|K	uuprhc	*	*
ûphcs	*	0	/ʊphks/	UH|P|HH|K|S	uuphcs	*	*
ûpmpt	*	0	/ʊpmpt/	UH|P|M|P|T	uupmpt	*	*
ûpmps	*	0	/ʊpmps/	UH|P|M|P|S	uupmps	*	*
ûpnch	*	0	/ʊpntʃ/	UH|P|N|CH	uupnch	*	*
ûpnkt	*	0	/ʊpnkt/	UH|P|N|K|T	uupnkt	*	*
ûpnth	*	0	/ʊpnθ/	UH|P|N|TH	uupnth	*	*
ûplpt	*	0	/ʊplpt/	UH|P|L|P|T	uuplpt	*	*
ûplts	*	0	/ʊplts/	UH|P|L|T|S	uuplts	*	*
ûplst	*	0	/ʊplst/	UH|P|L|S|T	uuplst	*	*
ûplth	*	0	/ʊplθ/	UH|P|L|TH	uuplth	*	*
ûplch	*	0	/ʊpltʃ/	UH|P|L|CH	uuplch	*	*
ûpsks	*	0	/ʊpsks/	UH|P|S|K|S	uupsks	*	*
ûpsps	*	0	/ʊpsps/	UH|P|S|P|S	uupsps	*	*
ûppts	*	0	/ʊppts/	UH|P|P|T|S	uuppts	*	*
ûpkts	*	0	/ʊpkts/	UH|P|K|T|S	uupkts	*	*
ûpcts	*	0	/ʊpkts/	UH|P|K|T|S	uupcts	*	*
ûpfth	*	0	/ʊpfθ/	UH|P|F|TH	uupfth	*	*
ûpcks	*	0	/ʊpks/	UH|P|K|S	uupcks	*	*
ûkrts	*	0	/ʊkɹts/	UH|K|R|T|S	uukrts	*	*
ûkrks	*	0	/ʊkɹks/	UH|K|R|K|S	uukrks	*	*
ûkwks	*	0	/ʊkwks/	UH|K|W|K|S	uukwks	*	*
ûkrsh	*	0	/ʊkɹʃ/	UH|K|R|SH	uukrsh	*	*
ûkrth	*	0	/ʊkɹθ/	UH|K|R|TH	uukrth	*	*
ûkhps	*	0	/ʊkhps/	UH|K|HH|P|S	uukhps	*	*
ûkhcs	*	0	/ʊkhks/	UH|K|HH|K|S	uukhcs	*	*
ûkmpt	*	0	/ʊkmpt/	UH|K|M|P|T	uukmpt	*	*
ûkmps	*	0	/ʊkmps/	UH|K|M|P|S	uukmps	*	*
ûknts	*	0	/ʊknts/	UH|K|N|T|S	uuknts	*	*
ûknds	*	0	/ʊkndz/	UH|K|N|D|Z	uuknds	*	*
ûknkt	*	0	/ʊknkt/	UH|K|N|K|T	uuknkt	*	*
ûknth	*	0	/ʊknθ/	UH|K|N|TH	uuknth	*	*
ûklpt	*	0	/ʊklpt/	UH|K|L|P|T	uuklpt	*	*
ûklts	*	0	/ʊklts/	UH|K|L|T|S	uuklts	*	*
ûklst	*	0	/ʊklst/	UH|K|L|S|T	uuklst	*	*
ûklth	*	0	/ʊklθ/	UH|K|L|TH	uuklth	*	*
ûksks	*	0	/ʊksks/	UH|K|S|K|S	uuksks	*	*
ûksps	*	0	/ʊksps/	UH|K|S|P|S	uuksps	*	*
ûkpts	*	0	/ʊkpts/	UH|K|P|T|S	uukpts	*	*
ûkkts	*	0	/ʊkkts/	UH|K|K|T|S	uukkts	*	*
ûkdst	*	0	/ʊkdst/	UH|K|D|S|T	uukdst	*	*
ûkfth	*	0	/ʊkfθ/	UH|K|F|TH	uukfth	*	*
ûkcks	*	0	/ʊkks/	UH|K|K|S	uukcks	*	*
ûqlps	*	0	/ʊqlps/	UH|Q|L|P|S	uuqlps	*	*
ûqrps	*	0	/ʊqɹps/	UH|Q|R|P|S	uuqrps	*	*
ûqrts	*	0	/ʊqɹts/	UH|Q|R|T|S	uuqrts	*	*
ûqrks	*	0	/ʊqɹks/	UH|Q|R|K|S	uuqrks	*	*
ûqrcs	*	0	/ʊqɹks/	UH|Q|R|K|S	uuqrcs	*	*
ûqwks	*	0	/ʊqwks/	UH|Q|W|K|S	uuqwks	*	*
ûqrsh	*	0	/ʊqɹʃ/	UH|Q|R|SH	uuqrsh	*	*
ûqrth	*	0	/ʊqɹθ/	UH|Q|R|TH	uuqrth	*	*
ûqhps	*	0	/ʊqhps/	UH|Q|HH|P|S	uuqhps	*	*
ûqrhc	*	0	/ʊqɹhk/	UH|Q|R|HH|K	uuqrhc	*	*
ûqhcs	*	0	/ʊqhks/	UH|Q|HH|K|S	uuqhcs	*	*
ûqrld	*	0	/ʊqɹld/	UH|Q|R|L|D	uuqrld	*	*
ûqrst	*	0	/ʊqɹst/	UH|Q|R|S|T	uuqrst	*	*
ûqmpt	*	0	/ʊqmpt/	UH|Q|M|P|T	uuqmpt	*	*
ûqmps	*	0	/ʊqmps/	UH|Q|M|P|S	uuqmps	*	*
ûqnch	*	0	/ʊqntʃ/	UH|Q|N|CH	uuqnch	*	*
ûqnts	*	0	/ʊqnts/	UH|Q|N|T|S	uuqnts	*	*
ûqnth	*	0	/ʊqnθ/	UH|Q|N|TH	uuqnth	*	*
ûqlpt	*	0	/ʊqlpt/	UH|Q|L|P|T	uuqlpt	*	*
ûqlts	*	0	/ʊqlts/	UH|Q|L|T|S	uuqlts	*	*
ûqlst	*	0	/ʊqlst/	UH|Q|L|S|T	uuqlst	*	*
ûqlth	*	0	/ʊqlθ/	UH|Q|L|TH	uuqlth	*	*
ûqlch	*	0	/ʊqltʃ/	UH|Q|L|CH	uuqlch	*	*
ûqsts	*	0	/ʊqsts/	UH|Q|S|T|S	uuqsts	*	*
ûqsks	*	0	/ʊqsks/	UH|Q|S|K|S	uuqsks	*	*
ûqsps	*	0	/ʊqsps/	UH|Q|S|P|S	uuqsps	*	*
ûqpts	*	0	/ʊqpts/	UH|Q|P|T|S	uuqpts	*	*
ûqkts	*	0	/ʊqkts/	UH|Q|K|T|S	uuqkts	*	*
ûqcts	*	0	/ʊqkts/	UH|Q|K|T|S	uuqcts	*	*
ûqdst	*	0	/ʊqdst/	UH|Q|D|S|T	uuqdst	*	*
ûqfth	*	0	/ʊqfθ/	UH|Q|F|TH	uuqfth	*	*
ûqcks	*	0	/ʊqks/	UH|Q|K|S	uuqcks	*	*
ûmrts	*	0	/ʊmɹts/	UH|M|R|T|S	uumrts	*	*
ûmwks	*	0	/ʊmwks/	UH|M|W|K|S	uumwks	*	*
ûmrth	*	0	/ʊmɹθ/	UH|M|R|TH	uumrth	*	*
ûmhps	*	0	/ʊmhps/	UH|M|HH|P|S	uumhps	*	*
ûmmpt	*	0	/ʊmmpt/	UH|M|M|P|T	uummpt	*	*
ûmmps	*	0	/ʊmmps/	UH|M|M|P|S	uummps	*	*
ûmnkt	*	0	/ʊmnkt/	UH|M|N|K|T	uumnkt	*	*
ûmnth	*	0	/ʊmnθ/	UH|M|N|TH	uumnth	*	*
ûmlpt	*	0	/ʊmlpt/	UH|M|L|P|T	uumlpt	*	*
ûmlts	*	0	/ʊmlts/	UH|M|L|T|S	uumlts	*	*
ûmlth	*	0	/ʊmlθ/	UH|M|L|TH	uumlth	*	*
ûmlch	*	0	/ʊmltʃ/	UH|M|L|CH	uumlch	*	*
ûmsts	*	0	/ʊmsts/	UH|M|S|T|S	uumsts	*	*
ûmsks	*	0	/ʊmsks/	UH|M|S|K|S	uumsks	*	*
ûmsps	*	0	/ʊmsps/	UH|M|S|P|S	uumsps	*	*
ûmkts	*	0	/ʊmkts/	UH|M|K|T|S	uumkts	*	*
ûmfth	*	0	/ʊmfθ/	UH|M|F|TH	uumfth	*	*
ûmcks	*	0	/ʊmks/	UH|M|K|S	uumcks	*	*
ûnwks	*	0	/ʊnwks/	UH|N|W|K|S	uunwks	*	*
ûnhcs	*	0	/ʊnhks/	UH|N|HH|K|S	uunhcs	*	*
ûnnch	*	0	/ʊnntʃ/	UH|N|N|CH	uunnch	*	*
ûnnts	*	0	/ʊnnts/	UH|N|N|T|S	uunnts	*	*
ûnnkt	*	0	/ʊnnkt/	UH|N|N|K|T	uunnkt	*	*
ûnnth	*	0	/ʊnnθ/	UH|N|N|TH	uunnth	*	*
ûnlth	*	0	/ʊnlθ/	UH|N|L|TH	uunlth	*	*
ûnsts	*	0	/ʊnsts/	UH|N|S|T|S	uunsts	*	*
ûnsks	*	0	/ʊnsks/	UH|N|S|K|S	uunsks	*	*
ûnfth	*	0	/ʊnfθ/	UH|N|F|TH	uunfth	*	*
ûslps	*	0	/ʊslps/	UH|S|L|P|S	uuslps	*	*
ûsrps	*	0	/ʊsɹps/	UH|S|R|P|S	uusrps	*	*
ûsrts	*	0	/ʊsɹts/	UH|S|R|T|S	uusrts	*	*
ûsrks	*	0	/ʊsɹks/	UH|S|R|K|S	uusrks	*	*
ûsrcs	*	0	/ʊsɹks/	UH|S|R|K|S	uusrcs	*	*
ûswks	*	0	/ʊswks/	UH|S|W|K|S	uuswks	*	*
ûsrsh	*	0	/ʊsɹʃ/	UH|S|R|SH	uusrsh	*	*
ûsrth	*	0	/ʊsɹθ/	UH|S|R|TH	uusrth	*	*
ûshps	*	0	/ʊshps/	UH|S|HH|P|S	uushps	*	*
ûsrhc	*	0	/ʊsɹhk/	UH|S|R|HH|K	uusrhc	*	*
ûshcs	*	0	/ʊshks/	UH|S|HH|K|S	uushcs	*	*
ûsrst	*	0	/ʊsɹst/	UH|S|R|S|T	uusrst	*	*
ûsmpt	*	0	/ʊsmpt/	UH|S|M|P|T	uusmpt	*	*
ûsmps	*	0	/ʊsmps/	UH|S|M|P|S	uusmps	*	*
ûsnch	*	0	/ʊsntʃ/	UH|S|N|CH	uusnch	*	*
ûsnts	*	0	/ʊsnts/	UH|S|N|T|S	uusnts	*	*
ûsnds	*	0	/ʊsndz/	UH|S|N|D|Z	uusnds	*	*
ûsnkt	*	0	/ʊsnkt/	UH|S|N|K|T	uusnkt	*	*
ûsnth	*	0	/ʊsnθ/	UH|S|N|TH	uusnth	*	*
ûslpt	*	0	/ʊslpt/	UH|S|L|P|T	uuslpt	*	*
ûslts	*	0	/ʊslts/	UH|S|L|T|S	uuslts	*	*
ûslst	*	0	/ʊslst/	UH|S|L|S|T	uuslst	*	*
ûslth	*	0	/ʊslθ/	UH|S|L|TH	uuslth	*	*
ûslch	*	0	/ʊsltʃ/	UH|S|L|CH	uuslch	*	*
ûssts	*	0	/ʊssts/	UH|S|S|T|S	uussts	*	*
ûssks	*	0	/ʊssks/	UH|S|S|K|S	uussks	*	*
ûssps	*	0	/ʊssps/	UH|S|S|P|S	uussps	*	*
ûspts	*	0	/ʊspts/	UH|S|P|T|S	uuspts	*	*
ûskts	*	0	/ʊskts/	UH|S|K|T|S	uuskts	*	*
ûscts	*	0	/ʊskts/	UH|S|K|T|S	uuscts	*	*
ûsdst	*	0	/ʊsdst/	UH|S|D|S|T	uusdst	*	*
ûsfth	*	0	/ʊsfθ/	UH|S|F|TH	uusfth	*	*
ûscks	*	0	/ʊsks/	UH|S|K|S	uuscks	*	*
ûcwks	*	0	/ʊkwks/	UH|K|W|K|S	uucwks	*	*
ûcrsh	*	0	/ʊkɹʃ/	UH|K|R|SH	uucrsh	*	*
ûcrth	*	0	/ʊkɹθ/	UH|K|R|TH	uucrth	*	*
ûchcs	*	0	/ʊkhks/	UH|K|HH|K|S	uuchcs	*	*
ûcmps	*	0	/ʊkmps/	UH|K|M|P|S	uucmps	*	*
ûcnch	*	0	/ʊkntʃ/	UH|K|N|CH	uucnch	*	*
ûclth	*	0	/ʊklθ/	UH|K|L|TH	uuclth	*	*
ûclch	*	0	/ʊkltʃ/	UH|K|L|CH	uuclch	*	*
ûcsts	*	0	/ʊksts/	UH|K|S|T|S	uucsts	*	*
ûcsks	*	0	/ʊksks/	UH|K|S|K|S	uucsks	*	*
ûcsps	*	0	/ʊksps/	UH|K|S|P|S	uucsps	*	*
ûcpts	*	0	/ʊkpts/	UH|K|P|T|S	uucpts	*	*
ûccks	*	0	/ʊkks/	UH|K|K|S	uuccks	*	*
ûfrts	*	0	/ʊfɹts/	UH|F|R|T|S	uufrts	*	*
ûfrks	*	0	/ʊfɹks/	UH|F|R|K|S	uufrks	*	*
ûfwks	*	0	/ʊfwks/	UH|F|W|K|S	uufwks	*	*
ûfrsh	*	0	/ʊfɹʃ/	UH|F|R|SH	uufrsh	*	*
ûfrth	*	0	/ʊfɹθ/	UH|F|R|TH	uufrth	*	*
ûfhps	*	0	/ʊfhps/	UH|F|HH|P|S	uufhps	*	*
ûfhcs	*	0	/ʊfhks/	UH|F|HH|K|S	uufhcs	*	*
ûfmpt	*	0	/ʊfmpt/	UH|F|M|P|T	uufmpt	*	*
ûfmps	*	0	/ʊfmps/	UH|F|M|P|S	uufmps	*	*
ûfnch	*	0	/ʊfntʃ/	UH|F|N|CH	uufnch	*	*
ûfnkt	*	0	/ʊfnkt/	UH|F|N|K|T	uufnkt	*	*
ûfnth	*	0	/ʊfnθ/	UH|F|N|TH	uufnth	*	*
ûflth	*	0	/ʊflθ/	UH|F|L|TH	uuflth	*	*
ûflch	*	0	/ʊfltʃ/	UH|F|L|CH	uuflch	*	*
ûfsts	*	0	/ʊfsts/	UH|F|S|T|S	uufsts	*	*
ûfsks	*	0	/ʊfsks/	UH|F|S|K|S	uufsks	*	*
ûfsps	*	0	/ʊfsps/	UH|F|S|P|S	uufsps	*	*
ûfpts	*	0	/ʊfpts/	UH|F|P|T|S	uufpts	*	*
ûfkts	*	0	/ʊfkts/	UH|F|K|T|S	uufkts	*	*
ûfcts	*	0	/ʊfkts/	UH|F|K|T|S	uufcts	*	*
ûffth	*	0	/ʊffθ/	UH|F|F|TH	uuffth	*	*
ûfcks	*	0	/ʊfks/	UH|F|K|S	uufcks	*	*
vylps	*	0	/v̩jlps/	V|Y|L|P|S	vylps	*	*
vyrps	*	0	/v̩jɹps/	V|Y|R|P|S	vyrps	*	*
vyrts	*	0	/v̩jɹts/	V|Y|R|T|S	vyrts	*	*
vyrks	*	0	/v̩jɹks/	V|Y|R|K|S	vyrks	*	*
vyrcs	*	0	/v̩jɹks/	V|Y|R|K|S	vyrcs	*	*
vywks	*	0	/v̩jwks/	V|Y|W|K|S	vywks	*	*
vyrsh	*	0	/v̩jɹʃ/	V|Y|R|SH	vyrsh	*	*
vyrth	*	0	/v̩jɹθ/	V|Y|R|TH	vyrth	*	*
vyhps	*	0	/v̩jhps/	V|Y|HH|P|S	vyhps	*	*
vyrhc	*	0	/v̩jɹhk/	V|Y|R|HH|K	vyrhc	*	*
vyhcs	*	0	/v̩jhks/	V|Y|HH|K|S	vyhcs	*	*
vyrld	*	0	/v̩jɹld/	V|Y|R|L|D	vyrld	*	*
vympt	*	0	/v̩jmpt/	V|Y|M|P|T	vympt	*	*
vymps	*	0	/v̩jmps/	V|Y|M|P|S	vymps	*	*
vynch	*	0	/v̩jntʃ/	V|Y|N|CH	vynch	*	*
vynts	*	0	/v̩jnts/	V|Y|N|T|S	vynts	*	*
vynds	*	0	/v̩jndz/	V|Y|N|D|Z	vynds	*	*
vynkt	*	0	/v̩jnkt/	V|Y|N|K|T	vynkt	*	*
vynth	*	0	/v̩jnθ/	V|Y|N|TH	vynth	*	*
vylts	*	0	/v̩jlts/	V|Y|L|T|S	vylts	*	*
vylst	*	0	/v̩jlst/	V|Y|L|S|T	vylst	*	*
vylth	*	0	/v̩jlθ/	V|Y|L|TH	vylth	*	*
vylch	*	0	/v̩jltʃ/	V|Y|L|CH	vylch	*	*
vysts	*	0	/v̩jsts/	V|Y|S|T|S	vysts	*	*
vysks	*	0	/v̩jsks/	V|Y|S|K|S	vysks	*	*
vysps	*	0	/v̩jsps/	V|Y|S|P|S	vysps	*	*
vypts	*	0	/v̩jpts/	V|Y|P|T|S	vypts	*	*
vykts	*	0	/v̩jkts/	V|Y|K|T|S	vykts	*	*
vycts	*	0	/v̩jkts/	V|Y|K|T|S	vycts	*	*
vydst	*	0	/v̩jdst/	V|Y|D|S|T	vydst	*	*
vyfth	*	0	/v̩jfθ/	V|Y|F|TH	vyfth	*	*
vycks	*	0	/v̩jks/	V|Y|K|S	vycks	*	*
vwlps	*	0	/v̩wlps/	V|W|L|P|S	vwlps	*	*
vwrps	*	0	/v̩wɹps/	V|W|R|P|S	vwrps	*	*
vwrts	*	0	/v̩wɹts/	V|W|R|T|S	vwrts	*	*
vwrks	*	0	/v̩wɹks/	V|W|R|K|S	vwrks	*	*
vwrcs	*	0	/v̩wɹks/	V|W|R|K|S	vwrcs	*	*
vwwks	*	0	/v̩wwks/	V|W|W|K|S	vwwks	*	*
vwrsh	*	0	/v̩wɹʃ/	V|W|R|SH	vwrsh	*	*
vwrth	*	0	/v̩wɹθ/	V|W|R|TH	vwrth	*	*
vwhps	*	0	/v̩whps/	V|W|HH|P|S	vwhps	*	*
vwrhc	*	0	/v̩wɹhk/	V|W|R|HH|K	vwrhc	*	*
vwhcs	*	0	/v̩whks/	V|W|HH|K|S	vwhcs	*	*
vwrld	*	0	/v̩wɹld/	V|W|R|L|D	vwrld	*	*
vwrst	*	0	/v̩wɹst/	V|W|R|S|T	vwrst	*	*
vwmpt	*	0	/v̩wmpt/	V|W|M|P|T	vwmpt	*	*
vwmps	*	0	/v̩wmps/	V|W|M|P|S	vwmps	*	*
vwnch	*	0	/v̩wntʃ/	V|W|N|CH	vwnch	*	*
vwnts	*	0	/v̩wnts/	V|W|N|T|S	vwnts	*	*
vwnds	*	0	/v̩wndz/	V|W|N|D|Z	vwnds	*	*
vwnkt	*	0	/v̩wnkt/	V|W|N|K|T	vwnkt	*	*
vwnth	*	0	/v̩wnθ/	V|W|N|TH	vwnth	*	*
vwlpt	*	0	/v̩wlpt/	V|W|L|P|T	vwlpt	*	*
vwlts	*	0	/v̩wlts/	V|W|L|T|S	vwlts	*	*
vwlst	*	0	/v̩wlst/	V|W|L|S|T	vwlst	*	*
vwlth	*	0	/v̩wlθ/	V|W|L|TH	vwlth	*	*
vwlch	*	0	/v̩wltʃ/	V|W|L|CH	vwlch	*	*
vwsts	*	0	/v̩wsts/	V|W|S|T|S	vwsts	*	*
vwsks	*	0	/v̩wsks/	V|W|S|K|S	vwsks	*	*
vwsps	*	0	/v̩wsps/	V|W|S|P|S	vwsps	*	*
vwpts	*	0	/v̩wpts/	V|W|P|T|S	vwpts	*	*
vwkts	*	0	/v̩wkts/	V|W|K|T|S	vwkts	*	*
vwcts	*	0	/v̩wkts/	V|W|K|T|S	vwcts	*	*
vwdst	*	0	/v̩wdst/	V|W|D|S|T	vwdst	*	*
vwfth	*	0	/v̩wfθ/	V|W|F|TH	vwfth	*	*
vwcks	*	0	/v̩wks/	V|W|K|S	vwcks	*	*
vrlps	*	0	/v̩ɹlps/	V|R|L|P|S	vrlps	*	*
vrrps	*	0	/v̩ɹɹps/	V|R|R|P|S	vrrps	*	*
vrrts	*	0	/v̩ɹɹts/	V|R|R|T|S	vrrts	*	*
vrrks	*	0	/v̩ɹɹks/	V|R|R|K|S	vrrks	*	*
vrrcs	*	0	/v̩ɹɹks/	V|R|R|K|S	vrrcs	*	*
vrwks	*	0	/v̩ɹwks/	V|R|W|K|S	vrwks	*	*
vrrsh	*	0	/v̩ɹɹʃ/	V|R|R|SH	vrrsh	*	*
vrrth	*	0	/v̩ɹɹθ/	V|R|R|TH	vrrth	*	*
vrhps	*	0	/v̩ɹhps/	V|R|HH|P|S	vrhps	*	*
vrrhc	*	0	/v̩ɹɹhk/	V|R|R|HH|K	vrrhc	*	*
vrhcs	*	0	/v̩ɹhks/	V|R|HH|K|S	vrhcs	*	*
vrrld	*	0	/v̩ɹɹld/	V|R|R|L|D	vrrld	*	*
vrrst	*	0	/v̩ɹɹst/	V|R|R|S|T	vrrst	*	*
vrmpt	*	0	/v̩ɹmpt/	V|R|M|P|T	vrmpt	*	*
vrmps	*	0	/v̩ɹmps/	V|R|M|P|S	vrmps	*	*
vrnch	*	0	/v̩ɹntʃ/	V|R|N|CH	vrnch	*	*
vrnts	*	0	/v̩ɹnts/	V|R|N|T|S	vrnts	*	*
vrnkt	*	0	/v̩ɹnkt/	V|R|N|K|T	vrnkt	*	*
vrnth	*	0	/v̩ɹnθ/	V|R|N|TH	vrnth	*	*
vrlts	*	0	/v̩ɹlts/	V|R|L|T|S	vrlts	*	*
vrlst	*	0	/v̩ɹlst/	V|R|L|S|T	vrlst	*	*
vrlth	*	0	/v̩ɹlθ/	V|R|L|TH	vrlth	*	*
vrlch	*	0	/v̩ɹltʃ/	V|R|L|CH	vrlch	*	*
vrsks	*	0	/v̩ɹsks/	V|R|S|K|S	vrsks	*	*
vrsps	*	0	/v̩ɹsps/	V|R|S|P|S	vrsps	*	*
vrpts	*	0	/v̩ɹpts/	V|R|P|T|S	vrpts	*	*
vrkts	*	0	/v̩ɹkts/	V|R|K|T|S	vrkts	*	*
vrcts	*	0	/v̩ɹkts/	V|R|K|T|S	vrcts	*	*
vrdst	*	0	/v̩ɹdst/	V|R|D|S|T	vrdst	*	*
vrfth	*	0	/v̩ɹfθ/	V|R|F|TH	vrfth	*	*
vrcks	*	0	/v̩ɹks/	V|R|K|S	vrcks	*	*
vllps	*	0	/v̩llps/	V|L|L|P|S	vllps	*	*
vlrts	*	0	/v̩lɹts/	V|L|R|T|S	vlrts	*	*
vlwks	*	0	/v̩lwks/	V|L|W|K|S	vlwks	*	*
vlhps	*	0	/v̩lhps/	V|L|HH|P|S	vlhps	*	*
vlhcs	*	0	/v̩lhks/	V|L|HH|K|S	vlhcs	*	*
vlrld	*	0	/v̩lɹld/	V|L|R|L|D	vlrld	*	*
vlmpt	*	0	/v̩lmpt/	V|L|M|P|T	vlmpt	*	*
vlnds	*	0	/v̩lndz/	V|L|N|D|Z	vlnds	*	*
vllts	*	0	/v̩llts/	V|L|L|T|S	vllts	*	*
vllst	*	0	/v̩llst/	V|L|L|S|T	vllst	*	*
vllth	*	0	/v̩llθ/	V|L|L|TH	vllth	*	*
vllch	*	0	/v̩lltʃ/	V|L|L|CH	vllch	*	*
vlsts	*	0	/v̩lsts/	V|L|S|T|S	vlsts	*	*
vlsks	*	0	/v̩lsks/	V|L|S|K|S	vlsks	*	*
vlsps	*	0	/v̩lsps/	V|L|S|P|S	vlsps	*	*
vlkts	*	0	/v̩lkts/	V|L|K|T|S	vlkts	*	*
vlcts	*	0	/v̩lkts/	V|L|K|T|S	vlcts	*	*
vldst	*	0	/v̩ldst/	V|L|D|S|T	vldst	*	*
